ID,Actual Loss,Predicted Loss
223904,1405.17,1359.296152048927
118143,2857.82,3434.59283395385
463516,2369.73,2317.2220988219337
66611,3062.15,1904.365949127935
425195,5627.51,3214.726453188474
418156,4596.36,2549.794706852999
117297,1455.92,1789.9392595043769
541666,1087.62,1635.354604516319
512633,978.23,3562.4193113940896
494564,827.95,1514.8773871355108
328793,3009.02,3230.127298142784
53749,5952.09,4582.562692295852
533566,1267.05,1662.0545808184663
187270,1705.07,1929.3820124532758
396424,5737.66,3835.2084036247993
364583,2309.52,2303.1607316582076
15640,5592.64,4748.990555816048
359143,3857.77,2419.4819907676538
128788,3056.0,2505.870911356428
120115,2189.88,2378.4499062448417
298060,6082.2,7769.705777797521
269925,696.38,1291.7933003063233
245899,1596.48,2738.0245503158394
448277,2102.95,2816.15267440452
470577,1009.01,1236.2729608618092
542851,2137.91,2973.842981586192
466399,1217.87,1665.0198590555692
70112,1945.12,3940.725232435918
118773,1649.93,1784.5943715971707
375842,4170.18,2538.2458716202136
129099,945.24,2125.6804296488936
340941,1112.58,1443.7441408861641
395336,2565.27,2440.3955531038164
334510,877.62,1377.1586011096801
233545,1725.55,2603.2863223312834
529618,2815.13,1752.2047352502875
275654,3656.49,2626.0558633410656
165343,2530.98,1591.127317925029
434851,319.8,1062.072546915063
415834,1200.33,1573.5551256522717
390281,11598.65,5132.106484684482
334622,3997.34,3383.8772656001347
289835,2904.62,2256.6257836818686
399117,2566.52,2841.9442650870305
231272,6192.74,2762.9152075142733
229050,2496.04,2700.798338652502
96709,1537.02,1873.7468882150465
587228,1197.73,2129.4914313219433
424795,2150.72,3070.1524395312385
214926,3207.61,2314.5878383470836
450550,6209.59,4669.267450464683
266858,1274.97,2182.1364095020517
54572,5146.8,2754.414674696519
108931,1251.16,1904.3616035056266
167495,1919.44,3893.474857826872
499384,6933.48,5202.210587465845
527387,845.49,2494.2529381011336
334662,1719.5,1315.9948503244618
115454,1848.47,2141.3399647893525
474045,1563.08,1250.38384342835
313897,4643.02,2352.5102368903035
51455,1373.64,2721.954250998866
246124,793.25,1185.5415236238314
250042,4663.9,6645.27043424592
391428,2282.33,2740.123472498167
388165,2518.63,5987.207259336835
446375,3042.6,2797.117827813698
479798,1311.84,1799.5557898997695
501536,1617.45,3365.289041947827
582776,5462.68,3493.2047885440143
194409,17519.14,11904.064451122622
2257,1656.41,1885.8716212914824
248184,4227.85,2357.44390051419
241120,802.0,1464.804800306169
279671,2284.99,2788.139045150675
193348,2664.51,2397.661935634972
572242,5417.99,4580.116138990108
416579,1673.71,1604.2106391967484
424471,944.75,1472.4209410468536
45525,4022.49,4668.640845905714
247786,1294.99,3141.09626868168
517130,667.24,729.0758290628646
10884,6450.13,7495.710584650347
140331,3724.78,3446.683274113275
271519,4301.36,4835.055535876544
157924,3647.76,2390.469001248926
272872,2852.77,3831.3202817893525
94663,3101.6,2097.3829761085854
169851,4127.53,3245.2286259652124
86971,6548.49,3514.660259655423
204102,1418.63,3728.167252690342
406940,14958.52,14849.176073529285
285000,2035.91,1914.609489287203
43337,856.94,2195.7560795403974
121281,1418.72,1374.512282556047
397153,1167.66,1463.7696399686608
328878,3310.31,2244.1664525079796
39953,2094.96,2532.1392169913775
447988,2738.82,3611.947914443328
557126,2114.83,1664.2829694118748
267762,2329.4,1990.034785931017
573880,9137.31,7398.318001636766
578922,2529.14,2130.3721789440483
42039,806.39,1159.828094351588
70430,1689.86,2481.5863611080485
492957,6694.62,3030.4953649365098
156763,1984.73,1411.4171904397517
198404,3339.11,5053.882970007344
470753,1794.83,1541.6185979880258
507789,1029.98,1317.0605508761644
432047,3468.06,7115.572381717722
496860,3464.2,3558.3496907374965
198519,1788.09,1496.7864194732797
106112,1492.06,1224.005848645152
227782,1650.41,2515.716465978437
511495,4209.03,3412.827274248691
24997,979.59,1893.9341504228128
100739,631.5,1106.2913585461026
362917,6439.06,3303.143445825973
288108,4109.22,2163.814583421188
544045,1882.26,1431.705337518513
321878,1273.62,1698.051218032666
79268,1038.73,1454.9470912699364
439445,1318.75,3705.399400370006
532276,10781.06,7340.707097038332
541937,5213.67,4899.193976594166
305298,5709.85,3580.143751851162
225743,10381.69,6784.662691186148
144216,807.29,1286.078314888299
548602,794.7,1179.9823933692164
292696,2204.4,2221.8720769527945
317469,12992.81,9200.22953111471
216824,2128.03,2880.8930849981452
25376,7662.34,5476.1671244691715
421468,2936.66,1739.5778113303052
457793,5453.28,7910.532931749023
153973,1243.36,1090.3207205912665
15126,6502.6,5261.754892840882
87451,724.09,1085.656069892725
10656,1187.11,2796.0303593860194
88982,1142.69,635.0870391893178
294382,1369.11,2012.3619594237548
309130,3201.27,4357.797339131612
186289,7968.59,6384.730854009113
333628,3442.72,2404.914369350744
393068,4780.44,9680.380704291925
8783,1334.86,1949.9288691798151
516346,6872.17,4853.067441640925
111392,11742.4,8445.217203531398
224295,2086.56,3951.964159584243
31866,535.69,1449.0841726785686
171167,1109.79,1815.8140143320927
352057,1196.22,1644.2171568132962
174324,563.76,1272.046023547724
4708,1326.33,3579.4203813012405
89288,1037.38,2746.6273100309245
363577,2150.71,3156.2911739553283
409560,536.71,941.5600410331017
139333,604.01,1121.7641721487862
52296,1032.97,2050.9805657164375
151563,720.76,1892.4991285495776
64764,1615.16,2230.7956954079436
165229,1948.95,2326.1036352608453
299335,949.36,1381.183398450968
185401,1950.75,2271.9643718270795
313610,2549.45,2589.1273721032026
108474,3283.84,3213.5636193737146
305104,8909.75,8444.419886470401
67738,1422.47,1156.698249438513
326219,1099.32,1134.283348913861
111788,1656.78,1985.5267410137885
264933,716.9,1334.1459750546906
213436,3649.81,1293.6974043885475
383806,4347.28,4442.44968043026
290841,3531.81,3415.970765744624
48257,1825.88,2175.228493606094
280438,3626.42,2987.1665758667264
233824,1128.97,2813.3203671524648
297587,690.15,1779.6117350760164
96997,2393.93,2784.6326334323585
493211,2120.64,2310.1606959098053
398463,3964.02,3534.0301817651793
160130,6593.26,3287.3162275553786
406731,2287.18,1956.2542668194553
81499,792.02,965.854575034212
131355,900.53,620.6997097901825
257126,5918.55,2371.572389532856
560938,1432.79,3012.806013440842
296862,954.8,2300.2041520629155
529831,578.83,1721.429561913139
328820,1604.39,2818.5085903430463
396486,11710.82,6214.202597017348
223995,1715.0,3721.2846178186255
347102,1680.21,1597.7013614969535
469356,1617.4,1243.1464727032044
125813,773.89,2434.895706777769
169839,1477.92,2587.6852055882973
6330,5412.5,3734.252330932928
415906,2017.62,2323.3598123915267
500151,1163.54,913.4798863632054
276301,1228.59,2058.519693628709
521983,4512.86,4259.287523500208
320293,4515.05,3428.0224234323214
531078,1178.59,1297.280727884819
444028,593.01,1662.7035410010324
44270,3997.72,1731.836739029673
428433,1065.0,1846.3511802854389
245525,4547.0,2014.7454958535131
425606,10740.71,15913.412981911562
30483,607.85,2098.9712128396163
107220,710.15,2036.5480244825465
466737,1628.41,4038.4305773235874
512823,1059.1,1402.0850622866847
261042,2451.57,3224.0897438608845
448601,942.82,2282.089171240357
178115,562.47,1093.9334035993224
128992,1536.23,2827.734853090162
393498,2308.54,2962.259506730101
456701,930.94,1686.01511603188
62156,3477.9,3763.698157433958
440605,942.61,917.2530017052363
577460,2570.4,3578.6123750186434
422485,1422.0,1646.5792001594664
444216,3180.33,2532.2049998127477
286472,2351.89,1869.5816434910116
306246,353.24,1514.5669829971034
99510,2565.62,3160.3458531789547
32040,3352.33,2945.685809575466
479267,17029.69,13464.918537888738
385990,11613.2,7094.801402697448
312168,12275.45,4852.7054432373325
518684,3443.82,2554.0494798721293
177393,1139.67,1458.7187023348283
245293,2251.28,1613.5042574818735
125684,725.0,1932.7335806696613
195042,505.47,1611.401010279434
145086,1687.69,1440.143614775105
265100,1998.52,1177.6044456035506
356993,2048.01,3858.2127311358063
159370,1998.1,2707.5225658402587
382126,794.17,1742.2896093404706
228341,762.1,679.3304954486284
99787,994.61,1370.9013360243332
301567,2044.06,1920.5059677960407
114941,546.18,964.5131159012944
45446,1247.4,2678.5723601378304
244093,3920.94,6202.637253642068
374985,558.79,1749.9736601691725
343187,3640.56,2880.4982072041057
394566,6530.7,2062.870488552587
67453,11998.03,7540.654849663973
520536,3080.91,2690.4850245484313
134154,695.04,1982.5714420820436
552600,4552.24,4011.898797368931
311077,3222.45,3390.825858664977
194395,1729.75,1654.2436902901495
447660,2981.03,2531.841442693554
33141,3069.21,3570.264244797726
390329,2721.32,2208.121446935792
529259,3266.12,2302.588963086951
198940,5219.66,4098.069737120406
559108,5139.8,4165.860961185754
509623,5764.75,2748.3162659428726
264302,5635.83,3402.4792809034625
250540,1506.61,1771.7962390357307
443531,2925.82,4647.502596573351
522132,367.55,960.4260392116137
583282,2824.12,3102.9098547168765
471604,3278.56,3011.1212884449938
221590,1434.87,2376.9150235988955
176652,1143.89,1652.5121281869071
428366,817.8,1462.6440379886858
136148,2301.66,2058.7542453279657
101159,623.26,659.2379362994807
138187,5477.64,8410.077857310822
158604,1650.1,3376.84489352893
423996,4014.19,5957.378083765581
409910,4410.66,3962.4444055688155
191578,1001.42,1249.1136686569682
404671,4096.47,3416.0816064431187
148886,3020.0,2443.269401418553
255800,1313.16,2441.110770701049
402664,2508.97,2641.9912236013006
326280,982.03,1451.9669691239822
487545,2938.1,4643.741640494387
287241,1550.84,883.8076857614719
525322,1210.31,1639.7843865747163
450950,3242.21,1714.0557020776505
424754,1180.6,3101.4235189511282
410759,1618.16,994.3312381705748
311797,1587.85,1839.2571149811897
458778,3143.33,1988.189470306686
528280,5708.44,4397.880110520286
289675,4364.37,5505.030458271821
10379,2632.95,3456.8750827981003
418365,6400.59,7734.208430034986
186926,6720.35,2987.172598992386
118348,1918.5,2310.1750257290487
406768,1986.7,2145.093634451343
421360,15581.41,12311.162016661063
270953,1324.52,2130.74008101883
164743,9911.79,8289.461676824918
162313,6003.6,2797.727940655681
459729,1286.39,1706.286799389299
545236,2989.37,2355.0147639392776
20371,1374.85,1400.8891381006952
401658,1301.67,3235.492426781243
258856,2742.47,3702.381226793068
163596,1272.24,3870.2191623459858
416415,4983.52,3140.5261657709325
259232,660.83,1816.6621107417952
551873,1656.83,2464.9186444396155
522623,522.22,1106.1979270995234
284081,955.4,2803.2908831837626
353353,244.22,1164.9256384300406
5857,3378.28,6533.672971069221
38085,3977.92,2871.957827200511
395207,600.53,1110.2612959689952
245628,5403.43,4872.921034339313
548433,1026.83,900.9088611635625
502431,4224.37,3663.405219273441
533066,2230.79,2199.666427160665
460806,1733.13,2336.11460804513
255033,2380.92,2695.283659921947
278259,985.07,3769.4406142063326
463062,2555.92,2778.0366124028615
155702,3485.07,4278.250070791166
433527,4965.02,3140.147437421093
542584,5503.9,3253.085114316589
173409,846.42,1803.7912151226983
233324,1491.91,4110.305493192792
16200,1435.0,1443.7379832261279
107282,2142.47,2316.912164704101
143875,3535.38,3009.9790654724798
518543,1470.81,2036.7562469033887
336792,245.8,730.2602565205267
344107,1318.25,1308.3361731229538
140999,880.94,1432.0714319431772
325807,1084.62,1888.5562007177814
500884,2755.48,4306.216071466394
6228,1894.86,2480.948951794894
255275,5345.83,3589.42907866562
90304,4661.96,2337.1116234845204
358043,5566.58,2801.732230506038
273471,825.71,1070.1753427488734
286824,667.06,928.1063730699079
420624,4307.65,4579.198197321654
426393,1911.19,1207.4921492151743
94978,1375.35,2489.158769594632
347161,1421.78,1155.9516332595344
189283,4685.61,4491.154217289707
463066,5052.76,6770.987329585931
407426,1291.76,2074.830785092337
129574,12261.64,13432.785207379882
350550,3196.99,3328.651445252508
46596,1635.65,2952.3604258696396
271534,550.11,664.9733189643123
30411,2471.69,2875.3682637888187
362033,7025.54,2527.5313913184086
339860,5415.33,3322.331830661313
537708,1990.97,2296.0356805837605
468820,1150.94,1951.9265524497573
231039,2661.37,2281.4374450994083
516757,3770.96,2652.1889076794946
540549,957.1,1508.9544606798358
296293,879.97,1937.7840887950308
510214,526.76,1607.2731717509355
340765,4791.03,3590.1574457144557
96579,2940.74,2468.325506362481
498044,5230.4,3426.079551894087
341470,632.38,739.1642624471251
416624,915.55,2844.7411895401515
211533,2360.85,3326.1679147922487
476668,7576.75,5597.34006802354
179118,12265.41,10884.861706829162
424124,5094.51,4501.767247452829
528908,2190.28,2061.732642022769
108995,1963.71,2110.2862326641407
439763,3931.51,3269.2247170066485
238467,8572.2,7514.564358946971
484111,3673.18,3143.1484654479955
387596,5410.94,3366.5837256214377
289242,1765.92,1546.595081031327
79344,917.39,658.9105731705113
291224,1091.38,865.9687626834275
159822,1558.37,1186.0455639570325
487736,3022.32,2280.977499724031
201614,1432.91,1725.5584011816165
377784,1559.83,1734.5262533185792
317542,8501.6,5209.785094176263
74380,1694.54,1789.819919868593
321655,2977.43,2710.323163636404
452685,6769.55,6465.619171008544
91034,2753.8,2746.561066846919
248031,1421.84,4196.536245932113
409845,1596.71,2073.033774588716
569203,1986.68,2717.9789662847757
384950,4023.82,2671.0988080211146
426695,3194.39,3009.552586066536
507992,3433.89,3117.415190328324
212446,6991.07,3950.096787190733
374463,4547.64,4440.336884371793
201656,1091.47,2542.638454707042
285286,5620.52,5020.793099345133
263227,1708.71,2868.658850822698
51747,1780.56,3510.5858351879506
279089,1669.28,992.3791269378618
551365,748.97,1566.0753142986919
370146,1109.85,2892.886266714247
312662,2647.31,2991.1973266815603
191665,1221.27,2763.7899671888404
265320,1603.63,2055.30639129764
428608,4706.32,3485.1614264534583
552079,1667.73,2911.0977012987196
420404,2243.37,4371.715496205671
533182,6733.45,6598.918997239265
10371,1158.84,2184.0143169301173
581897,1724.96,1950.0362897668256
270679,5101.67,4904.232646188486
489107,979.11,3589.5434987390445
252691,7602.01,7954.348183160084
276491,2792.52,2642.367870115019
312697,921.6,947.0375951158705
522558,778.72,2571.47270127949
218115,4630.18,4767.637473272207
89369,857.08,1310.9738142217384
397489,823.0,1287.0208559302916
358050,795.59,1305.3584061603228
384005,1233.41,1769.657436309682
315834,2074.54,3885.2641722503117
364698,908.13,1163.5558458944652
234986,4454.82,5210.183941774118
353672,1009.03,1334.2366649089645
245584,666.75,1115.6422391476272
550283,6067.62,3894.582553550842
391117,1138.35,2270.2705219631544
72370,2489.09,2311.75354574746
332756,2251.57,1984.264131959144
390148,1227.24,2654.036337291462
1847,1383.89,2597.73442711539
550753,593.92,1509.532667960022
394229,1282.08,1209.328273710961
404792,2104.42,4415.7640580499465
403352,3457.29,2792.0720154266223
504759,8910.16,5348.442195213924
449955,19096.78,12475.551701539327
171028,722.26,1677.8479798013777
46985,1295.71,1806.1127947301775
201519,676.12,1864.80122100887
127640,10608.56,7625.748508345221
151150,787.69,1614.9349982871581
73592,1128.33,1549.255392192017
503816,10704.21,3311.5145934506754
3321,1131.5,1486.1196687564998
401208,1114.85,2922.7514339145264
494422,1243.49,2072.0946226829474
152245,2109.25,2349.407340785148
538400,888.53,1662.564959451052
59495,785.88,1207.608896252053
57969,934.76,1707.1261841157761
450312,785.82,1167.3211916822167
423170,2446.93,3002.1238034994376
360557,12356.0,6779.941101762262
17261,2051.74,3771.4925747660573
185783,3364.52,6519.562971370027
216044,1708.77,2689.4142914292584
342076,1221.36,1846.8793778058707
534062,1280.98,2053.7404897417528
478815,1815.99,1745.7944524136042
132637,629.84,2148.1109947714904
488209,3595.99,2456.2737058086977
482286,3280.98,3979.1846052746596
821,2195.69,2415.8091202434757
68679,1228.65,2047.7072105157404
104685,4381.64,4756.401786541026
329986,1216.67,2437.306863257827
320568,3386.92,5973.285019712246
515719,914.57,1389.036741946186
384841,2407.03,1965.31602906851
480878,10444.61,3399.5692329071508
518789,9232.08,8538.46941638405
141993,514.56,2239.889393913149
419189,1383.08,3467.2329571444293
307950,2488.51,3574.04547835609
265677,3729.1,2037.4066321444884
412933,1544.59,2969.5732240755306
443439,1062.78,1076.5144193561387
506992,1665.49,2186.9092365233164
93025,1628.54,2558.934961659953
555958,1342.54,1162.9361335182589
220836,1722.44,1827.7195994147512
111684,832.7,1063.1424334519102
535690,6939.75,3214.4336720460487
387049,1766.06,1164.507233866639
523479,4808.42,4514.513859257782
366546,1337.51,1996.7794694306572
8251,1923.84,2723.640602369818
273233,3514.85,2593.670239176495
209213,2005.23,3164.0303933109817
316410,922.64,1825.7514248399634
526257,888.53,1427.624274157184
78109,4092.84,1726.3905448443224
433314,816.41,1445.1980060767983
268640,5348.11,3524.7082403887753
263765,2512.23,2876.821467069215
201153,2977.13,2946.4225176034333
183389,4133.21,4018.2975317271125
13718,5979.53,5845.733793495499
296229,1546.99,3402.598331706714
129746,1414.08,2635.0342756245755
320552,4312.96,2993.8789835953444
395773,18266.29,10408.160363571358
524708,2567.83,2013.83208626165
287831,918.83,3310.350878359086
381968,1029.29,979.9651484370096
53507,1953.26,2318.6419141361775
205108,2148.04,1912.8735291245152
37863,532.22,1051.4869797478789
17326,4650.89,1925.793789673316
459592,1480.77,2700.930818337942
84119,1583.96,2464.073104220429
473505,860.42,1551.1479313393063
207978,3382.29,4474.7595552565335
555283,1795.17,2207.0114027618615
132151,2443.53,2445.280154422539
182223,9458.58,4914.773815036465
559987,686.66,2441.0185115763065
467322,1015.97,987.3216352107222
306439,1666.97,1631.0749093241898
295851,9610.95,9148.3891957687
483732,1024.12,1650.474326339604
91150,2737.98,3222.237106538182
47778,2522.67,1863.1665181019907
381128,1500.0,1735.7776457232676
111911,892.33,1047.600565407171
237386,2901.34,3724.7934797537446
45973,1041.52,1388.1823881884175
467496,5339.58,5359.484890238964
529845,1474.71,1993.473373102752
306939,2196.17,2218.9925846040856
503343,1682.35,1723.3501132820954
432665,4664.82,5681.455569044364
205172,1934.21,2689.6727846939675
318113,1746.12,5132.681220097528
6692,1049.35,2312.7359988400895
191356,2311.71,2091.298943243113
275731,552.61,1462.7328929421628
9776,1842.51,2616.5579955675366
95498,909.76,949.163165720389
567497,14214.95,16392.329699448044
36365,1854.57,4063.099867900838
279038,5220.38,1540.8003976282155
52045,1208.19,2217.6834127109105
429645,1504.8,2033.0130693723008
85663,2631.32,2286.4587463828198
48922,662.33,2260.4920059947135
537872,1566.43,1121.4609220126072
112712,1560.95,2004.5925468993723
77560,773.22,1341.0054092188143
530070,937.15,1708.4907674095002
373400,3389.69,2304.41910176919
527406,6213.63,2984.471100457058
235788,534.18,2022.0500411095886
418822,5244.8,3633.9760405458155
81709,4210.2,4356.520384717825
260356,1442.03,1480.3211193464263
332218,1079.38,1240.8302064374136
216862,7052.47,2330.7717277087445
372473,3045.71,2390.4268020809204
248020,1811.08,1811.1594080321593
151701,5924.68,5777.57138929359
22022,1925.94,2032.1001652432678
107335,2739.75,2930.7224891487267
355889,6508.29,3524.286212017109
474178,2226.13,1913.1565275344233
26911,1222.08,2367.118090144203
560231,2339.77,1528.5503662394108
42129,5866.38,3809.0537504908343
176098,731.48,1462.6305477644423
309209,663.19,1610.7972324489679
294026,2238.02,3909.5034486514983
160913,5600.11,3875.739642123878
462552,815.95,1734.3124845914358
367589,5694.13,3981.5606133698475
418981,633.55,1629.365381274982
564095,1019.6,1892.6622185739775
490565,1165.35,2058.0574236985935
581880,2927.25,4150.709499861082
265457,252.43,1467.1693864738022
85830,12071.79,6885.747726478932
519189,2215.58,2670.621317124492
466559,1690.64,2088.6403816118136
417377,3289.48,4320.016655982659
345068,4933.07,4629.209517832019
467105,585.07,1266.8683172152032
271252,1970.42,2477.011950203032
323660,1125.42,828.0803930390125
447015,1123.28,1210.0492101261111
556164,658.9,1758.2019202787444
531338,901.44,1405.0759196562103
287607,840.85,1732.8520263122196
261192,1957.89,1752.043101853307
95194,2307.42,2228.5870956137587
505584,2537.56,965.2338486632227
572314,721.97,1566.920755374223
130174,1017.47,3233.4977638473647
233791,1214.12,1013.9466281108184
348150,664.62,1416.545906339429
578386,3765.71,6702.277140506008
244419,4642.22,1508.2864567342333
347884,4323.5,2852.4729663346434
428580,7852.33,3902.7679539989085
252882,705.88,2377.8195388550175
212154,4108.96,4553.505660234478
10175,970.36,1873.8119857270233
194336,539.96,1250.2160333917982
523191,1545.73,4194.09812768842
306572,1512.56,2595.3771451031616
198421,1214.08,1902.0026479473775
491823,876.41,1945.4204063888901
390982,1925.48,3117.243070257665
146911,2890.74,3074.5818279459913
402963,1820.52,2120.5865465942165
423438,2410.45,3157.0643570642733
354789,1369.21,1647.7319825295444
227584,1141.95,2343.0788698761075
575344,2426.66,2581.3848633708576
293556,853.82,1921.1157707959046
269890,713.49,723.3059225596711
76668,1264.88,2075.9357830909316
409823,1765.07,2431.5136732368273
404167,1946.11,3436.1882496820886
77426,6444.78,5175.913334662751
337666,1904.82,2084.2491517964936
150451,1880.61,2429.6320551096787
226119,1957.57,2591.5521096714583
263476,2781.21,3246.2493209693475
349018,757.61,1280.9450851536142
210631,1400.01,1696.3704440597057
580199,2345.58,2595.375977245374
331260,2495.55,1355.3672940451077
584994,2155.69,2743.597090863762
377457,6939.11,6020.016834433518
313317,2463.24,3636.8575359466645
286451,1397.2,5552.564651414937
406297,4992.51,2906.1959974553633
393025,16157.22,9089.78008456665
96565,5098.59,5894.143869870859
204790,8851.66,10067.565178813265
14207,5122.15,4739.6218072259135
43077,5656.52,1867.7240667782978
196154,770.27,3172.7880161816993
246448,1992.77,2757.9219371091235
415787,1861.06,2308.1287530354693
94885,3243.23,2501.3649062573486
